"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"17380","Cleveland, MS","341","212","123","6",".",".","122","66","46",".",".","126",".","215","."
"24980","Grenada, MS","106","81","25",".",".",".","75","55","34.5",".",".",".",".","106","."
"25060","Gulfport-Biloxi-Pascagoula, MS","365","242","112","11",".",".","129","77","45",".","5","134","1","225","."
"25620","Hattiesburg, MS","298","167","131",".",".",".","89","64","46.5",".",".",".",".","298","."
"27140","Jackson, MS","365","154","204","7",".",".","150","72","53",".",".","87",".","278","."
"29860","Laurel, MS","118","64","54",".",".",".","90","68","49",".",".",".",".","118","."
"32820","Memphis, TN-MS-AR","365","170","160","29","6",".","174","97","52",".","16","172",".","177","."
"32940","Meridian, MS","363","233","130",".",".",".","100","64","44",".",".","69",".","294","."
"35020","Natchez, MS-LA","174","139","34","1",".",".","101","67","40.5",".",".","174",".",".","."
"46180","Tupelo, MS","362","235","127",".",".",".","87","62","44",".",".","116",".","246","."
