"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"22380","Flagstaff, AZ","366","301","65",".",".",".","97","58","44",".",".","363",".","3","."
"29420","Lake Havasu City-Kingman, AZ","357","336","21",".",".",".","83","40","18",".",".",".",".","36","321"
"35700","Nogales, AZ","363","260","102",".","1",".","191","62","38",".",".",".",".","221","142"
"37740","Payson, AZ","366","84","136","119","27",".","200","138","85",".",".","79","263",".","24"
"38060","Phoenix-Mesa-Scottsdale, AZ","366","26","265","67","5","3","1263","115","74",".","10","104",".","82","170"
"39140","Prescott, AZ","349","300","49",".",".",".","90","54","40",".",".","343",".","6","."
"43320","Show Low, AZ","366","301","65",".",".",".","90","54","42.5",".",".","352",".",".","14"
"43420","Sierra Vista-Douglas, AZ","366","281","83","2",".",".","141","61","44",".",".","319",".","4","43"
"46060","Tucson, AZ","366","203","159","4",".",".","119","74","49",".",".","241",".","14","111"
"49740","Yuma, AZ","366","228","124","12","1","1","419","77","46",".",".","203",".","45","118"
