"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14700","Branson, MO","263","251","12",".",".",".","77","46","34",".",".","195",".","68","."
"17860","Columbia, MO","214","197","17",".",".",".","90","49","38",".",".","214",".",".","."
"22220","Fayetteville-Springdale-Rogers, AR-MO","365","328","37",".",".",".","90","51","37",".",".","321",".","44","."
"22800","Fort Madison-Keokuk, IA-IL-MO","118","98","20",".",".",".","82","53","33",".",".",".",".","118","."
"27620","Jefferson City, MO","214","186","28",".",".",".","97","51","40.5",".",".","214",".",".","."
"27900","Joplin, MO","365","307","58",".",".",".","98","56","35",".",".","172",".",".","193"
"28140","Kansas City, MO-KS","365","138","186","41",".",".","134","103","56",".","5","101","72","165","22"
"39500","Quincy, IL-MO","214","193","21",".",".",".","93","50","40",".",".","214",".",".","."
"41140","St. Joseph, MO-KS","364","252","112",".",".",".","99","62","42",".",".","116",".","241","7"
"41180","St. Louis, MO-IL","365","131","218","14","2",".","154","82","55",".","6","102","3","243","11"
"44180","Springfield, MO","365","302","63",".",".",".","80","56","38",".",".","152","8","194","11"
