"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14010","Bloomington, IL","364","288","72","4",".",".","105","61","37",".",".","302",".","62","."
"16060","Carbondale-Marion, IL","61","61",".",".",".",".","36","25","14",".",".",".",".",".","61"
"16580","Champaign-Urbana, IL","365","296","69",".",".",".","100","60","38",".",".","293",".","72","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","365","65","261","37","1","1","202","102","63",".","30","43","54","236","2"
"19340","Davenport-Moline-Rock Island, IA-IL","365","170","192","3",".",".","112","75","51",".",".","81",".","211","73"
"19500","Decatur, IL","365","217","148",".",".",".","97","67","45",".",".","137","11","217","."
"20820","Effingham, IL","240","206","33","1",".",".","101","56","40.5",".",".","240",".",".","."
"22800","Fort Madison-Keokuk, IA-IL-MO","120","84","36",".",".",".","91","62","39.5",".",".",".",".","120","."
"34500","Mount Vernon, IL","247","196","49","2",".",".","105","59","42",".",".","207",".","40","."
"36860","Ottawa-Peru, IL","365","257","108",".",".",".","85","62","38",".",".",".",".","348","17"
"37140","Paducah, KY-IL","364","262","100","2",".",".","129","65","42",".","20","147","11","186","."
"37900","Peoria, IL","365","168","144","43","10",".","200","110","53",".",".","90","91","184","."
"39500","Quincy, IL-MO","363","336","27",".",".",".","80","48","33",".",".","336",".","27","."
"40420","Rockford, IL","365","315","49","1",".",".","102","54","33","7",".","307",".","51","."
"41180","St. Louis, MO-IL","365","58","207","82","18",".","200","128","69",".","3","53","135","164","10"
"44100","Springfield, IL","365","315","50",".",".",".","80","55","32","6",".","271","5","83","."
