"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10900","Allentown-Bethlehem-Easton, PA-NJ","365","184","175","6",".",".","119","79","50",".","12","133",".","220","."
"11020","Altoona, PA","365","236","127","2",".",".","108","67","44",".",".","141","3","221","."
"16540","Chambersburg-Waynesboro, PA","359","340","19",".",".",".","77","47","34",".",".","359",".",".","."
"20180","DuBois, PA","336","292","44",".",".",".","100","54","38",".",".","336",".",".","."
"20700","East Stroudsburg, PA","364","281","82","1",".",".","112","60","39",".",".","260",".","104","."
"21500","Erie, PA","365","281","82","2",".",".","115","63","40",".","8","221",".","136","."
"23900","Gettysburg, PA","365","243","121","1",".",".","101","67","44",".",".","215",".","150","."
"25420","Harrisburg-Carlisle, PA","365","160","197","8",".",".","124","78","52",".",".","85",".","280","."
"26860","Indiana, PA","365","279","79","7",".",".","120","70","41",".",".","315","50",".","."
"27780","Johnstown, PA","365","213","152",".",".",".","97","68","47",".","7","109","10","238","1"
"29540","Lancaster, PA","365","185","170","10",".",".","140","84","50",".","3","158",".","204","."
"30140","Lebanon, PA","365","224","129","12",".",".","133","82","46",".",".","208",".","157","."
"35260","New Castle, PA","365","332","32","1",".",".","101","49","33",".",".","326","6",".","33"
"35620","New York-Newark-Jersey City, NY-NJ-PA","365","134","193","35","3",".","166","101","57",".","57","141",".","167","."
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","365","122","213","28","2",".","187","97","57",".","8","136","1","213","7"
"38300","Pittsburgh, PA","365","122","211","30","2",".","175","97","59",".",".","97","26","242","."
"39740","Reading, PA","365","206","153","6",".",".","119","80","47",".","1","177",".","187","."
"41260","St. Marys, PA","347","324","22","1",".",".","101","48","36",".",".","347",".",".","."
"42380","Sayre, PA","365","352","13",".",".",".","77","44","32",".","2","363",".",".","."
"42540","Scranton--Wilkes-Barre--Hazleton, PA","365","239","123","3",".",".","108","71","44",".","3","189",".","173","."
"43740","Somerset, PA","287","272","15",".",".",".","77","48","34",".",".","287",".",".","."
"44300","State College, PA","365","258","105","2",".",".","108","65","42",".","3","210",".","152","."
"47620","Warren, PA","359","283","62","14",".",".","128","74","23",".",".",".","359",".","."
"48700","Williamsport, PA","363","340","23",".",".",".","87","48","34",".",".","362",".",".","1"
"49620","York-Hanover, PA","365","200","156","9",".",".","126","80","48",".","10","164","1","190","."
"49660","Youngstown-Warren-Boardman, OH-PA","365","194","166","4","1",".","152","73","49",".",".","173","2","190","."
