"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"11660","Arkadelphia, AR","359","310","45","4",".",".","126","58","35",".",".","359",".",".","."
"20980","El Dorado, AR","365","312","53",".",".",".","95","55","7",".",".",".","246","119","."
"22220","Fayetteville-Springdale-Rogers, AR-MO","365","276","88","1",".",".","112","65","40",".",".","299",".","66","."
"22900","Fort Smith, AR-OK","301","215","85","1",".",".","129","68","42",".","21","210",".","70","."
"25460","Harrison, AR","365","291","72","2",".",".","105","64","39",".",".","340",".","25","."
"25760","Helena-West Helena, AR","120","64","56",".",".",".","75","61.5","45.5",".",".",".",".","120","."
"26300","Hot Springs, AR","121","71","50",".",".",".","72","62","45",".",".",".",".","121","."
"30780","Little Rock-North Little Rock-Conway, AR","365","141","216","8",".",".","133","80","55",".","3","128",".","234","."
"32820","Memphis, TN-MS-AR","365","140","201","22","2",".","164","90","55",".","11","131",".","223","."
"40780","Russellville, AR","119","73","46",".",".",".","93","60","44",".",".",".",".","119","."
"42620","Searcy, AR","117","60","57",".",".",".","89","62","48",".",".",".",".","117","."
"45500","Texarkana, TX-AR","58","32","26",".",".",".","70","68","48",".",".",".",".","58","."
