"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10500","Albany, GA","365","230","134","1",".",".","115","65","42",".",".",".",".","365","."
"11140","Americus, GA","245","236","8","1",".",".","129","48","34",".",".","245",".",".","."
"12020","Athens-Clarke County, GA","358","302","56",".",".",".","97","54","38",".",".","144",".","214","."
"12060","Atlanta-Sandy Springs-Roswell, GA","365","140","209","14","2",".","172","89","55",".","1","121",".","243","."
"12260","Augusta-Richmond County, GA-SC","365","260","103","2",".",".","114","63","43",".",".","204","30","131","."
"15260","Brunswick, GA","354","326","28",".",".",".","63","47","34",".",".","177",".","177","."
"16860","Chattanooga, TN-GA","363","248","112","3",".",".","133","62","44",".",".","141",".","222","."
"17980","Columbus, GA-AL","363","215","146","2",".",".","141","66","46",".",".","57",".","306","."
"19140","Dalton, GA","280","256","23",".",".","1","233","50","37",".",".","225",".","55","."
"20060","Douglas, GA","60","56","4",".",".",".","60","45.5","28",".",".",".",".","60","."
"23580","Gainesville, GA","264","149","115",".",".",".","94","65","48",".",".",".",".","264","."
"31420","Macon, GA","365","269","96",".",".",".","87","60","41",".",".","116",".","249","."
"40660","Rome, GA","365","260","105",".",".",".","96","59","38",".",".",".","36","329","."
"42340","Savannah, GA","365","299","65",".","1",".","180","57","38",".",".","103","44","218","."
"44900","Summerville, GA","191","173","18",".",".",".","97","49","36",".",".","191",".",".","."
"46660","Valdosta, GA","357","276","81",".",".",".","87","58","38",".",".",".",".","357","."
"47580","Warner Robins, GA","363","288","75",".",".",".","95","55","35",".",".",".",".","363","."
