"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10540","Albany, OR","363","270","87","3","3",".","193","63","25",".",".",".",".","363","."
"13460","Bend-Redmond, OR","365","323","38","3","1",".","170","51","32",".",".","126",".","239","."
"18300","Coos Bay, OR","45","44","1",".",".",".","53","36","24",".",".",".",".","45","."
"18700","Corvallis, OR","361","323","38",".",".",".","85","52","15",".",".",".",".","361","."
"21660","Eugene, OR","365","245","104","15","1",".","151","78","39",".",".","119",".","246","."
"24420","Grants Pass, OR","365","303","61","1",".",".","106","60","21",".",".",".",".","365","."
"25840","Hermiston-Pendleton, OR","362","296","65","1",".",".","104","63","36",".",".","147",".","215","."
"28900","Klamath Falls, OR","360","249","97","14",".",".","130","79.5","27",".",".",".",".","359","1"
"29260","La Grande, OR","363","296","62","4","1",".","152","58","22",".",".",".",".","361","2"
"32780","Medford, OR","363","259","101","3",".",".","121","75","40",".",".","149",".","213","1"
"38900","Portland-Vancouver-Hillsboro, OR-WA","365","256","92","14","3",".","152","76","38",".","2","193",".","170","."
"39260","Prineville, OR","356","268","82","6",".",".","143","69","21",".",".",".",".","356","."
"40700","Roseburg, OR","360","314","46",".",".",".","94","52.5","20",".",".",".",".","360","."
"41420","Salem, OR","365","298","67",".",".",".","95","61","31",".",".","140",".","225","."
"45520","The Dalles, OR","365","332","33",".",".",".","85","48","18",".",".",".",".","365","."
