"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14700","Branson, MO","263","245","18",".",".",".","77","49","35",".",".","192",".","71","."
"17860","Columbia, MO","214","190","24",".",".",".","87","51","38",".",".","214",".",".","."
"22220","Fayetteville-Springdale-Rogers, AR-MO","365","316","49",".",".",".","86","54","39",".",".","320",".","45","."
"22800","Fort Madison-Keokuk, IA-IL-MO","121","83","38",".",".",".","97","64","36",".",".",".",".","121","."
"27620","Jefferson City, MO","213","192","21",".",".",".","90","50","39",".",".","213",".",".","."
"27900","Joplin, MO","360","283","76","1",".",".","103","61","38",".",".","181",".",".","179"
"28140","Kansas City, MO-KS","365","92","216","57",".",".","150","108","63",".","7","84","97","171","6"
"39500","Quincy, IL-MO","213","192","21",".",".",".","90","50","37",".",".","213",".",".","."
"41140","St. Joseph, MO-KS","364","230","131","3",".",".","141","66","44.5",".",".","101",".","258","5"
"41180","St. Louis, MO-IL","365","136","208","21",".",".","148","89","56",".","12","120","11","206","16"
"44180","Springfield, MO","365","262","103",".",".",".","85","61","40",".",".","130","26","198","11"
