"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"12540","Bakersfield, CA","365","39","157","91","73","5","299","160","96",".",".","189",".","169","7"
"13860","Bishop, CA","365","219","124","5","5","12","1402","87","48",".",".","268",".","10","87"
"17020","Chico, CA","365","185","148","31","1",".","156","100","50",".","1","257",".","107","."
"17340","Clearlake, CA","362","349","13",".",".",".","90","44","33.5",".",".","359",".","3","."
"18860","Crescent City, CA","125","123","2",".",".",".","84","30","12",".",".",".",".","89","36"
"20940","El Centro, CA","365","155","158","50","2",".","161","105","55","3","56","253",".","36","17"
"21700","Eureka-Arcata-Fortuna, CA","362","343","19",".",".",".","89","42","28","2","23","288","3","45","1"
"23420","Fresno, CA","365","109","140","80","36",".","200","150","77",".","7","225",".","133","."
"25260","Hanford-Corcoran, CA","365","90","177","86","11","1","289","133","71",".",".","193",".","157","15"
"31080","Los Angeles-Long Beach-Anaheim, CA","365","33","209","74","45","4","218","156","80",".","30","171",".","158","6"
"31460","Madera, CA","365","262","77","23","3",".","177","90","40",".","52","313",".",".","."
"32900","Merced, CA","361","188","124","49",".",".","145","105","49",".","19","266",".","75","1"
"33700","Modesto, CA","365","142","156","55","12",".","192","119","58",".","1","194",".","169","1"
"34900","Napa, CA","365","259","103","3",".",".","122","66","38",".",".","170",".","195","."
"37100","Oxnard-Thousand Oaks-Ventura, CA","365","201","124","34","6",".","174","105","49",".","11","312",".","40","2"
"39780","Red Bluff, CA","264","171","62","31",".",".","136","105","43",".",".","242",".",".","22"
"39820","Redding, CA","365","275","82","8",".",".","122","77","44",".",".","353",".","12","."
"40140","Riverside-San Bernardino-Ontario, CA","365","19","179","86","71","10","224","185","93",".","9","194",".","121","41"
"40900","Sacramento--Roseville--Arden-Arcade, CA","365","120","176","46","23",".","197","133","63",".","3","230",".","131","1"
"41500","Salinas, CA","365","355","9","1",".",".","140","43","33",".","11","339",".","9","6"
"41740","San Diego-Carlsbad, CA","365","59","257","44","5",".","179","108","67",".","38","187",".","132","8"
"41860","San Francisco-Oakland-Hayward, CA","365","158","190","16","1",".","172","87","53",".","18","104",".","243","."
"41940","San Jose-Sunnyvale-Santa Clara, CA","365","212","139","14",".",".","140","81","46",".","6","244",".","115","."
"42020","San Luis Obispo-Paso Robles-Arroyo Grande, CA","365","171","165","29",".",".","141","97","52",".",".","278",".","74","13"
"42100","Santa Cruz-Watsonville, CA","365","355","10",".",".",".","87","43","31","3","6","338",".","14","4"
"42200","Santa Maria-Santa Barbara, CA","365","260","94","7","4",".","172","71","45",".","2","348",".","14","1"
"42220","Santa Rosa, CA","365","316","49",".",".",".","87","54","33",".","21","260",".","84","."
"43760","Sonora, CA","361","256","86","19",".",".","129","90","42",".",".","361",".",".","."
"44700","Stockton-Lodi, CA","365","244","97","23","1",".","177","92","44",".","39","246",".","74","6"
"46020","Truckee-Grass Valley, CA","364","244","84","34","2",".","164","100","44",".",".","347",".","17","."
"46380","Ukiah, CA","365","162","202","1",".",".","138","69","54",".","25","29",".","298","13"
"46700","Vallejo-Fairfield, CA","365","239","117","9",".",".","150","78","40",".","5","195",".","165","."
"47300","Visalia-Porterville, CA","365","85","147","83","50",".","187","154","84",".","3","226",".","134","2"
"49700","Yuba City, CA","365","200","153","12",".",".","125","84","48",".","11","152",".","202","."
