"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10500","Albany, GA","116","53","62","1",".",".","107","75","52",".",".",".",".","111","5"
"11140","Americus, GA","244","175","65","4",".",".","140","80","42",".",".","244",".",".","."
"12020","Athens-Clarke County, GA","364","146","201","15","2",".","161","90","54",".",".","102",".","262","."
"12060","Atlanta-Sandy Springs-Roswell, GA","365","69","225","54","15","2","209","129","68",".","9","121","33","202","."
"12260","Augusta-Richmond County, GA-SC","365","130","204","29","2",".","156","97","57",".",".","115",".","249","1"
"15260","Brunswick, GA","333","253","79","1",".",".","127","62","39",".",".","182","56","95","."
"16860","Chattanooga, TN-GA","288","126","134","26","2",".","185","100","54",".",".","189",".","98","1"
"17980","Columbus, GA-AL","365","150","200","14","1",".","156","88","55",".",".","88","3","273","1"
"19140","Dalton, GA","277","179","79","18","1",".","151","93","45",".",".","206",".","71","."
"20060","Douglas, GA","59","34","25",".",".",".","96","70","41",".",".",".",".","59","."
"21640","Eufaula, AL-GA","59","35","23","1",".",".","119","68","47",".",".",".",".","59","."
"23580","Gainesville, GA","112","51","59","2",".",".","107","73","52",".",".",".",".","112","."
"31420","Macon, GA","363","144","189","28","2",".","177","94","55",".",".","123",".","240","."
"40660","Rome, GA","364","240","109","15",".",".","145","75","26",".",".",".","251","113","."
"42340","Savannah, GA","365","122","225","18",".",".","138","84","58",".",".","47","92","225","1"
"44900","Summerville, GA","261","190","57","14",".",".","150","80","43",".",".","243",".",".","18"
"46660","Valdosta, GA","55","31","24",".",".",".","88","70","47",".",".",".",".","55","."
"47580","Warner Robins, GA","56","27","29",".",".",".","93","71","51",".",".",".",".","56","."
