"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"14700","Branson, MO","121","107","14",".",".",".","60","52","26",".",".",".",".","121","."
"17860","Columbia, MO","214","195","19",".",".",".","100","50","37",".",".","214",".",".","."
"22220","Fayetteville-Springdale-Rogers, AR-MO","361","313","46","2",".",".","122","54","38",".",".","288",".","73","."
"22800","Fort Madison-Keokuk, IA-IL-MO","120","84","36",".",".",".","91","62","39.5",".",".",".",".","120","."
"27620","Jefferson City, MO","213","194","19",".",".",".","77","50","38",".",".","213",".",".","."
"27900","Joplin, MO","364","301","58","5",".",".","119","61","36",".",".","194",".",".","170"
"28140","Kansas City, MO-KS","365","135","179","48","3",".","183","110","57",".","4","102","107","150","2"
"39500","Quincy, IL-MO","363","336","27",".",".",".","80","48","33",".",".","336",".","27","."
"41140","St. Joseph, MO-KS","354","185","166","3",".",".","116","75","50",".",".","125",".","226","3"
"41180","St. Louis, MO-IL","365","58","207","82","18",".","200","128","69",".","3","53","135","164","10"
"44180","Springfield, MO","365","254","102","9",".",".","117","71","43",".","48","163","110","44","."
