"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10500","Albany, GA","356","272","83",".","1",".","151","59","37.5",".",".",".",".","356","."
"11140","Americus, GA","241","229","12",".",".",".","67","47","35",".",".","241",".",".","."
"12020","Athens-Clarke County, GA","360","311","49",".",".",".","97","53.5","38",".",".","173",".","187","."
"12060","Atlanta-Sandy Springs-Roswell, GA","365","174","180","11",".",".","150","80","51",".","12","158",".","195","."
"12260","Augusta-Richmond County, GA-SC","365","259","104","1",".","1","364","62","44",".",".","176","6","181","2"
"15260","Brunswick, GA","276","257","19",".",".",".","77","47","35",".",".","214",".","62","."
"16860","Chattanooga, TN-GA","362","236","124","2",".",".","108","64","45",".",".","150",".","212","."
"17980","Columbus, GA-AL","362","249","113",".",".",".","99","64","44",".",".","127",".","235","."
"19140","Dalton, GA","257","229","28",".",".",".","90","51","39",".",".","202",".","55","."
"20060","Douglas, GA","107","98","9",".",".",".","87","50","31",".",".",".",".","107","."
"23580","Gainesville, GA","254","205","49",".",".",".","68","56","36",".",".",".",".","254","."
"31420","Macon, GA","365","284","81",".",".",".","93","58","40",".",".","159",".","206","."
"40660","Rome, GA","365","249","116",".",".",".","78","58","40",".",".",".","63","302","."
"42340","Savannah, GA","365","289","76",".",".",".","84","57","38",".",".","96","35","234","."
"44900","Summerville, GA","240","232","8",".",".",".","64","45","36",".",".","240",".",".","."
"46660","Valdosta, GA","317","235","81",".","1",".","151","58","38",".",".",".",".","317","."
"47580","Warner Robins, GA","330","265","65",".",".",".","92","56","35",".",".",".",".","330","."
