"CBSA Code","CBSA","# Days with AQI","Good","Moderate","Unhealthy for Sensitive Groups","Unhealthy","Very Unhealthy","AQI Maximum","AQI 90th Percentile","AQI Median","# Days CO","# Days NO2","# Days O3","# Days SO2","# Days PM2.5","# Days PM10"
"10900","Allentown-Bethlehem-Easton, PA-NJ","365","176","183","3","3",".","200","77","51",".","1","121","7","236","."
"11020","Altoona, PA","362","291","71",".",".",".","88","58","41.5",".",".","215",".","147","."
"16540","Chambersburg-Waynesboro, PA","358","354","4",".",".",".","67","45","33",".",".","358",".",".","."
"20180","DuBois, PA","346","317","29",".",".",".","84","49","36",".",".","346",".",".","."
"20700","East Stroudsburg, PA","364","305","59",".",".",".","100","55","38",".",".","244",".","120","."
"21500","Erie, PA","365","290","74","1",".",".","122","56","38",".","1","230",".","134","."
"23900","Gettysburg, PA","365","292","72","1",".",".","129","56","41",".",".","256",".","109","."
"25420","Harrisburg-Carlisle, PA","365","266","98","1",".",".","110","61","43",".",".","170",".","195","."
"26860","Indiana, PA","362","328","33","1",".",".","104","50","37",".",".","346","16",".","."
"27780","Johnstown, PA","364","209","155",".",".",".","91","66","48",".","3","113","2","245","1"
"29540","Lancaster, PA","365","205","156","4",".",".","128","68","48",".",".","107",".","258","."
"30140","Lebanon, PA","365","181","183","1",".",".","127","69","51",".",".","116",".","249","."
"35260","New Castle, PA","365","332","33",".",".",".","90","49","34",".",".","363","2",".","."
"35620","New York-Newark-Jersey City, NY-NJ-PA","365","154","192","17","2",".","159","82","52",".","48","116",".","201","."
"37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","365","126","217","20","2",".","166","83","55",".","2","114","2","246","1"
"38300","Pittsburgh, PA","365","92","241","31","1",".","164","97","59",".",".","83","28","253","1"
"39740","Reading, PA","365","246","114","5",".",".","122","67","44",".",".","205",".","160","."
"41260","St. Marys, PA","342","326","16",".",".",".","90","47","35",".",".","342",".",".","."
"42380","Sayre, PA","362","316","46",".",".",".","74","52","37",".",".","203",".","159","."
"42540","Scranton--Wilkes-Barre--Hazleton, PA","365","285","80",".",".",".","90","56","41",".","16","194",".","155","."
"43740","Somerset, PA","363","342","21",".",".",".","97","47","36",".",".","363",".",".","."
"44300","State College, PA","365","253","112",".",".",".","100","61","45",".",".","200",".","165","."
"47620","Warren, PA","365","358","6","1",".",".","105","24","10",".",".",".","365",".","."
"48700","Williamsport, PA","364","343","21",".",".",".","84","46","33",".",".","328",".",".","36"
"49620","York-Hanover, PA","365","266","99",".",".",".","93","61","43",".","11","206","1","147","."
"49660","Youngstown-Warren-Boardman, OH-PA","365","191","170","4",".",".","115","67","50",".",".","106",".","259","."
